"nhs_trust22_code","date","general_acute_beds_available","general_acute_beds_occupied","general_acute_beds_occupancy_rate","adult_general_acute_beds_available","adult_general_acute_beds_occupied","adult_general_acute_beds_occupancy_rate","paediatric_general_acute_beds_available","paediatric_general_acute_beds_occupied","paediatric_general_acute_beds_occupancy_rate","adult_critical_care_beds_available","adult_critical_care_beds_occupied","adult_critical_care_occupancy_rate","paediatric_intensive_cared_beds_available","paediatric_intensive_cared_beds_occupied","paediatric_intensive_cared_occupancy_rate","neonatal_intensive_care_bed_available","neonatal_intensive_care_bed_occupied","neonatal_intensive_care_occupancy_rate"
"RHW","February 2025",579,538,0.929,520,496,0.955,59,41,0.699,18,17,0.909,NA,NA,NA,2,0,0.107
"RJ1","February 2025",1243,1131,0.91,1123,1045,0.931,120,86,0.716,173,168,0.972,23,14,0.592,20,17,0.871
"RJ2","February 2025",1007,992,0.985,969,958,0.988,38,35,0.907,36,27,0.736,0,0,NA,5,1,0.2
"RJ6","February 2025",489,479,0.98,471,466,0.991,18,12,0.69,15,15,1,0,0,NA,9,4,0.456
"RJ7","February 2025",834,807,0.969,783,761,0.973,51,46,0.905,54,50,0.929,15,13,0.876,40,32,0.8
"RJC","February 2025",403,386,0.958,387,372,0.963,16,14,0.834,7,6,0.831,0,0,NA,12,1,0.06
"RJE","February 2025",1400,1289,0.92,1334,1241,0.93,66,48,0.726,66,55,0.831,6,3,0.56,12,9,0.756
"RJL","February 2025",637,590,0.926,595,569,0.957,41,20,0.487,14,12,0.827,0,0,NA,27,13,0.472
"RJN","February 2025",316,293,0.929,301,288,0.959,15,5,0.34,7,5,0.699,0,0,NA,0,0,NA
"RJR","February 2025",495,480,0.97,473,467,0.987,22,13,0.594,15,12,0.779,0,0,NA,12,7,0.568
"RJZ","February 2025",1373,1344,0.979,1301,1280,0.984,72,64,0.89,119,112,0.945,16,13,0.824,48,31,0.644
"RK5","February 2025",702,662,0.942,677,643,0.95,25,18,0.729,13,12,0.917,0,0,NA,10,3,0.3
"RK9","February 2025",1061,991,0.934,1007,972,0.965,54,19,0.351,46,30,0.644,0,0,NA,15,14,0.936
"RKB","February 2025",1090,1064,0.977,1031,1021,0.99,59,44,0.745,44,38,0.864,0,0,NA,27,22,0.81
"RKE","February 2025",284,277,0.977,266,261,0.981,18,16,0.911,12,10,0.831,0,0,NA,6,2,0.362
"RL1","February 2025",146,110,0.755,137,108,0.787,9,3,0.298,5,3,0.58,NA,NA,NA,NA,NA,NA
"RL4","February 2025",826,797,0.964,800,773,0.967,26,23,0.898,28,21,0.747,0,0,NA,14,12,0.89
"RLQ","February 2025",332,331,0.997,319,318,0.997,12,12,1,8,5,0.625,0,0,NA,3,0,0
"RLT","February 2025",411,405,0.986,411,405,0.986,NA,NA,NA,8,7,0.813,NA,NA,NA,NA,NA,NA
"RM1","February 2025",961,926,0.963,935,911,0.975,26,15,0.562,43,34,0.802,0,0,NA,15,12,0.826
"RM3","February 2025",1552,1374,0.885,1519,1354,0.891,33,20,0.601,66,54,0.824,NA,NA,NA,9,7,0.742
"RMC","February 2025",606,552,0.911,548,516,0.942,58,36,0.621,18,13,0.696,0,0,NA,17,15,0.923
"RMP","February 2025",459,434,0.945,419,406,0.97,40,28,0.688,9,8,0.877,0,0,NA,1,0,0.036
"RN3","February 2025",591,566,0.958,557,540,0.97,34,26,0.766,12,8,0.696,0,0,NA,8,6,0.772
"RN5","February 2025",867,813,0.938,817,788,0.964,50,26,0.517,27,22,0.803,NA,NA,NA,4,0,0.071
"RN7","February 2025",541,506,0.935,497,478,0.963,44,28,0.623,12,11,0.933,0,0,NA,0,0,NA
"RNA","February 2025",682,657,0.963,649,639,0.984,33,18,0.55,29,24,0.829,0,0,NA,18,8,0.458
"RNN","February 2025",607,547,0.9,561,532,0.949,47,15,0.316,15,11,0.755,0,0,NA,0,0,NA
"RNQ","February 2025",598,589,0.984,576,570,0.988,22,19,0.869,10,9,0.893,NA,NA,NA,3,1,0.185
"RNS","February 2025",681,649,0.953,616,610,0.989,65,39,0.607,16,10,0.641,0,0,NA,2,0,0.143
"RNZ","February 2025",480,469,0.978,464,458,0.988,16,11,0.679,10,8,0.796,0,0,NA,4,0,0.071
"RP4","February 2025",256,212,0.828,NA,NA,NA,256,212,0.828,NA,NA,NA,47,42,0.894,NA,NA,NA
"RP5","February 2025",745,713,0.956,725,698,0.962,20,15,0.748,26,21,0.813,0,0,NA,3,1,0.351
"RP6","February 2025",10,4,0.382,10,4,0.382,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"RPA","February 2025",559,540,0.967,536,526,0.982,23,14,0.623,38,29,0.755,0,0,NA,20,14,0.675
"RPC","February 2025",55,31,0.568,53,31,0.587,2,0,0.054,4,1,0.348,NA,NA,NA,NA,NA,NA
"RPY","February 2025",215,178,0.825,198,164,0.829,17,13,0.783,16,12,0.761,NA,NA,NA,NA,NA,NA
"RQ3","February 2025",285,231,0.809,24,18,0.741,261,213,0.816,0,0,NA,28,28,0.97,21,11,0.527
"RQM","February 2025",794,739,0.932,723,687,0.949,70,53,0.755,25,24,0.965,10,7,0.732,50,42,0.842
"RQW","February 2025",463,451,0.974,445,439,0.988,18,11,0.621,10,8,0.825,0,0,0,6,1,0.185
"RQX","February 2025",288,273,0.947,270,262,0.97,18,11,0.601,10,10,0.934,0,0,NA,21,21,0.992
"RR7","February 2025",453,429,0.948,453,429,0.948,0,0,NA,12,6,0.528,0,0,NA,0,0,NA
"RR8","February 2025",1810,1756,0.97,1667,1622,0.973,143,134,0.936,64,62,0.969,15,10,0.66,24,19,0.776
"RRF","February 2025",449,426,0.949,449,426,0.949,0,0,NA,11,7,0.591,0,0,NA,1,0,0.25
"RRJ","February 2025",94,71,0.763,94,71,0.763,0,0,NA,6,4,0.68,0,0,NA,0,0,NA
"RRK","February 2025",2479,2420,0.976,2401,2352,0.979,78,69,0.879,99,94,0.951,NA,NA,NA,12,9,0.786
"RRV","February 2025",764,678,0.887,700,635,0.908,65,43,0.661,69,54,0.786,0,0,NA,30,25,0.846
"RTD","February 2025",1457,1332,0.914,1286,1187,0.923,171,145,0.848,83,63,0.763,26,21,0.801,12,9,0.723
"RTE","February 2025",861,776,0.9,801,745,0.929,60,31,0.516,25,18,0.71,0,0,NA,12,7,0.545
"RTF","February 2025",867,806,0.93,848,796,0.938,18,10,0.523,15,12,0.771,0,0,NA,12,5,0.375
"RTG","February 2025",1460,1381,0.946,1420,1357,0.955,40,24,0.601,52,42,0.804,NA,NA,NA,28,22,0.79
"RTH","February 2025",1053,1002,0.952,970,928,0.958,83,74,0.883,59,46,0.787,17,10,0.601,35,35,1
"RTK","February 2025",456,430,0.943,436,415,0.954,20,14,0.714,11,10,0.9,0,0,NA,8,2,0.304
"RTP","February 2025",672,654,0.974,642,629,0.98,30,25,0.839,17,14,0.817,0,0,NA,23,10,0.433
"RTR","February 2025",975,892,0.915,907,853,0.94,68,39,0.573,61,51,0.846,0,0,NA,15,13,0.856
"RTX","February 2025",621,560,0.902,588,544,0.926,33,16,0.486,14,11,0.753,0,0,NA,0,0,NA
"RVJ","February 2025",935,917,0.981,935,917,0.981,NA,NA,NA,46,36,0.789,NA,NA,NA,32,19,0.586
"RVR","February 2025",659,560,0.85,627,542,0.865,32,18,0.547,21,15,0.73,0,0,NA,0,0,NA
"RVV","February 2025",1088,1018,0.936,1034,982,0.95,55,36,0.663,47,32,0.674,NA,NA,NA,44,16,0.362
"RVW","February 2025",542,501,0.923,516,486,0.941,26,15,0.558,16,12,0.738,0,0,NA,0,0,NA
"RWA","February 2025",1162,1079,0.929,1115,1046,0.938,46,33,0.716,44,33,0.755,0,0,NA,5,5,0.922
"RWD","February 2025",1048,973,0.928,1008,948,0.941,40,25,0.621,25,16,0.632,0,0,NA,23,10,0.415
"RWE","February 2025",1761,1607,0.912,1649,1512,0.917,112,95,0.849,86,56,0.654,13,12,0.873,42,36,0.84
"RWF","February 2025",700,618,0.882,676,596,0.881,24,22,0.906,31,21,0.676,0,0,NA,0,0,NA
"RWG","February 2025",588,554,0.941,550,536,0.973,38,18,0.474,19,11,0.566,0,0,NA,7,4,0.588
"RWH","February 2025",588,541,0.919,558,522,0.935,30,19,0.617,18,16,0.899,NA,NA,NA,10,4,0.393
"RWJ","February 2025",639,599,0.938,616,585,0.95,22,14,0.63,13,9,0.699,0,0,NA,5,2,0.386
"RWP","February 2025",841,795,0.945,810,774,0.956,31,21,0.661,15,13,0.834,NA,NA,NA,5,1,0.243
"RWW","February 2025",597,557,0.932,557,537,0.963,40,20,0.503,17,15,0.887,0,0,NA,2,1,0.411
"RWY","February 2025",736,712,0.968,693,683,0.986,42,29,0.681,11,10,0.867,0,0,NA,6,4,0.613
"RX1","February 2025",1734,1626,0.938,1620,1534,0.947,114,92,0.804,66,51,0.767,14,10,0.737,45,35,0.782
"RXC","February 2025",800,784,0.98,782,770,0.985,17,13,0.774,19,14,0.722,0,0,NA,12,4,0.31
"RXF","February 2025",1063,997,0.937,1021,979,0.959,42,18,0.426,18,10,0.573,0,0,NA,7,4,0.526
"RXK","February 2025",582,531,0.912,546,514,0.941,36,17,0.476,15,15,1,0,0,NA,33,16,0.471
"RXL","February 2025",773,726,0.939,729,706,0.969,44,19,0.441,34,25,0.747,0,0,NA,4,3,0.625
"RXN","February 2025",846,822,0.971,816,800,0.98,30,22,0.719,34,28,0.822,0,0,NA,28,15,0.543
"RXP","February 2025",879,799,0.909,846,779,0.921,33,19,0.589,21,12,0.571,NA,NA,NA,NA,NA,NA
"RXQ","February 2025",471,443,0.941,441,420,0.953,31,23,0.76,18,13,0.699,0,0,NA,5,5,0.834
"RXR","February 2025",763,734,0.962,709,701,0.988,53,33,0.609,28,23,0.835,NA,NA,NA,8,3,0.375
"RXW","February 2025",822,787,0.957,791,763,0.964,31,24,0.772,25,11,0.421,0,0,NA,8,3,0.408
"RYJ","February 2025",1045,996,0.953,1012,966,0.954,33,30,0.913,94,87,0.926,13,8,0.593,45,26,0.583
"RYR","February 2025",1856,1744,0.94,1770,1672,0.944,85,72,0.85,66,59,0.897,0,0,NA,67,25,0.37
"R0A","March 2025",2266,2077,0.916,1976,1861,0.942,290,214,0.737,125,105,0.84,46,39,0.851,72,59,0.813
"R0B","March 2025",1122,990,0.883,1074,963,0.897,48,27,0.563,22,12,0.535,0,0,NA,6,4,0.658
"R0D","March 2025",1128,1050,0.931,1102,1031,0.936,26,19,0.716,22,17,0.776,0,0,NA,20,11,0.526
"R1F","March 2025",309,306,0.99,299,278,0.929,10,7,0.677,6,5,0.867,0,0,NA,0,0,NA
"R1H","March 2025",1688,1511,0.895,1527,1385,0.907,161,126,0.782,112,104,0.924,5,5,0.931,54,46,0.844
"R1K","March 2025",1090,1036,0.951,1066,999,0.938,24,18,0.733,56,47,0.838,0,0,NA,5,2,0.445
"RA2","March 2025",475,455,0.958,453,440,0.971,22,16,0.694,17,15,0.907,0,0,NA,4,2,0.468
"RA7","March 2025",1035,950,0.918,891,822,0.922,143,128,0.891,55,50,0.916,18,15,0.833,31,21,0.693
"RA9","March 2025",396,379,0.956,377,366,0.971,20,13,0.67,10,6,0.632,NA,NA,NA,NA,NA,NA
"RAE","March 2025",620,558,0.9,576,527,0.915,44,31,0.702,15,13,0.848,0,0,NA,9,9,1
"RAJ","March 2025",1767,1683,0.952,1692,1626,0.961,75,42,0.561,80,74,0.925,0,0,NA,28,14,0.516
"RAL","March 2025",1485,1443,0.972,1427,1379,0.967,58,49,0.844,89,80,0.895,0,0,NA,4,1,0.21
"RAN","March 2025",172,135,0.782,145,117,0.805,27,18,0.662,10,4,0.384,6,2,0.285,0,0,NA
"RAS","March 2025",393,373,0.949,369,354,0.958,24,18,0.764,12,10,0.831,NA,NA,NA,12,7,0.545
"RAX","March 2025",414,378,0.913,390,362,0.928,24,16,0.679,15,11,0.74,NA,NA,NA,20,8,0.385
"RBD","March 2025",338,328,0.971,324,311,0.961,14,8,0.612,9,8,0.919,0,0,NA,0,0,NA
"RBK","March 2025",548,521,0.951,503,491,0.977,45,30,0.66,13,9,0.722,NA,NA,NA,2,1,0.4
"RBL","March 2025",771,724,0.939,752,699,0.93,19,14,0.751,18,12,0.663,NA,NA,NA,7,3,0.452
"RBN","March 2025",1199,1180,0.984,1160,1144,0.986,39,36,0.925,32,20,0.625,0,0,NA,0,0,NA
"RBQ","March 2025",156,131,0.837,156,131,0.837,NA,NA,NA,30,20,0.682,NA,NA,NA,NA,NA,NA
"RBS","March 2025",203,170,0.839,0,0,NA,203,170,0.839,0,0,NA,21,15,0.722,0,0,NA
"RBT","March 2025",524,470,0.898,497,455,0.917,27,15,0.551,11,8,0.692,0,0,NA,15,6,0.387
"RBV","March 2025",177,156,0.879,177,156,0.879,NA,NA,NA,8,6,0.77,NA,NA,NA,NA,NA,NA
"RC9","March 2025",1075,1022,0.951,980,948,0.967,96,75,0.782,26,17,0.66,0,0,NA,22,17,0.75
"RCB","March 2025",880,819,0.931,840,797,0.949,40,21,0.523,31,13,0.433,0,0,NA,2,0,0
"RCD","March 2025",310,267,0.862,289,258,0.896,22,9,0.41,11,5,0.422,0,0,NA,0,0,NA
"RCF","March 2025",372,349,0.938,357,339,0.949,15,10,0.665,7,5,0.65,0,0,NA,0,0,NA
"RCU","March 2025",155,103,0.663,0,0,NA,155,103,0.663,0,0,NA,8,4,0.471,2,1,0.29
"RCX","March 2025",510,479,0.94,490,464,0.947,20,15,0.756,13,9,0.678,NA,NA,NA,3,0,0
"RD1","March 2025",518,503,0.972,494,487,0.985,23,16,0.699,14,9,0.634,0,0,NA,7,7,0.94
"RD8","March 2025",566,498,0.88,517,469,0.907,49,29,0.585,10,4,0.435,0,0,NA,4,4,0.887
"RDE","March 2025",1295,1246,0.962,1254,1190,0.949,41,30,0.737,32,19,0.605,0,0,NA,11,6,0.525
"RDU","March 2025",1267,1172,0.925,1210,1129,0.933,57,31,0.539,24,21,0.868,0,0,NA,27,19,0.711
"REF","March 2025",665,641,0.963,628,607,0.966,37,18,0.477,17,13,0.757,0,0,NA,7,2,0.346
"REM","March 2025",1609,1552,0.964,1609,1539,0.956,0,0,NA,61,49,0.809,NA,NA,NA,NA,NA,NA
"REN","March 2025",101,96,0.948,101,96,0.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"REP","March 2025",24,14,0.603,24,14,0.603,NA,NA,NA,2,1,0.323,NA,NA,NA,44,26,0.591
"RET","March 2025",152,135,0.882,152,135,0.882,0,0,NA,20,15,0.758,0,0,NA,0,0,NA
"RF4","March 2025",1031,956,0.928,992,921,0.929,39,33,0.841,57,47,0.826,0,0,NA,11,7,0.66
"RFF","March 2025",477,448,0.94,469,442,0.942,8,5,0.661,25,18,0.707,0,0,NA,2,0,0.25
"RFR","March 2025",473,447,0.944,451,435,0.965,22,11,0.51,14,9,0.643,0,0,1,14,11,0.779
"RFS","March 2025",551,524,0.95,533,510,0.956,18,14,0.766,15,13,0.837,0,0,NA,3,3,0.825
"RGM","March 2025",183,175,0.955,183,175,0.955,NA,NA,NA,35,31,0.888,NA,NA,NA,NA,NA,NA
"RGN","March 2025",990,955,0.965,947,922,0.973,43,34,0.779,22,17,0.792,NA,NA,NA,3,1,0.343
"RGP","March 2025",486,459,0.945,458,443,0.967,28,17,0.59,12,9,0.766,0,0,NA,9,6,0.699
"RGR","March 2025",471,439,0.933,455,426,0.936,15,13,0.833,16,13,0.833,0,0,NA,12,8,0.642
"RGT","March 2025",1067,972,0.911,988,905,0.916,79,64,0.815,74,58,0.789,12,8,0.642,55,32,0.578
"RH5","March 2025",1022,950,0.93,954,903,0.947,68,45,0.662,27,19,0.718,0,0,NA,8,6,0.77
"RH8","March 2025",1145,1044,0.912,1096,1020,0.931,49,24,0.486,37,19,0.514,0,0,NA,8,7,0.861
"RHM","March 2025",1105,1051,0.951,1010,976,0.966,95,75,0.788,99,80,0.804,14,12,0.817,12,7,0.588
"RHQ","March 2025",1497,1381,0.922,1497,1381,0.922,NA,NA,NA,121,75,0.617,NA,NA,NA,37,27,0.75
"RHU","March 2025",1129,1095,0.97,1099,1035,0.942,30,19,0.637,21,21,1,0,0,NA,14,9,0.671
"RHW","March 2025",577,541,0.937,518,501,0.966,59,40,0.676,19,18,0.943,NA,NA,NA,2,1,0.29
"RJ1","March 2025",1240,1093,0.882,1120,1010,0.902,120,83,0.69,173,169,0.974,23,15,0.633,20,17,0.871
"RJ2","March 2025",1009,994,0.984,971,959,0.988,38,34,0.893,36,29,0.794,0,0,NA,5,1,0.2
"RJ6","March 2025",482,473,0.981,464,460,0.992,18,13,0.701,15,15,1,0,0,NA,9,2,0.265
"RJ7","March 2025",838,802,0.956,787,756,0.96,51,40,0.775,53,50,0.942,15,11,0.716,40,25,0.621
"RJC","March 2025",418,409,0.979,401,395,0.986,17,14,0.833,7,5,0.659,0,0,NA,12,3,0.215
"RJE","March 2025",1402,1284,0.916,1336,1236,0.925,66,47,0.713,66,56,0.849,6,4,0.677,12,9,0.794
"RJL","March 2025",624,569,0.911,588,550,0.935,36,18,0.503,14,12,0.853,0,0,NA,27,13,0.465
"RJN","March 2025",308,290,0.943,293,282,0.962,15,7,0.475,7,5,0.733,0,0,NA,0,0,NA
"RJR","March 2025",496,480,0.967,474,466,0.982,22,11,0.496,15,13,0.861,0,0,NA,12,4,0.317
"RJZ","March 2025",1371,1340,0.977,1299,1277,0.983,72,64,0.883,119,114,0.957,16,11,0.7,48,32,0.675
"RK5","March 2025",685,641,0.937,658,624,0.947,26,18,0.674,12,10,0.828,0,0,NA,10,4,0.352
"RK9","March 2025",1080,1006,0.932,1017,980,0.964,63,26,0.416,46,29,0.635,0,0,NA,15,13,0.875
"RKB","March 2025",1088,1053,0.967,1029,1010,0.981,59,43,0.724,44,35,0.787,0,0,NA,27,20,0.753
"RKE","March 2025",266,251,0.943,249,238,0.955,17,13,0.771,11,9,0.827,0,0,NA,6,3,0.538
"RL1","March 2025",142,107,0.748,133,105,0.783,9,2,0.219,4,3,0.688,NA,NA,NA,NA,NA,NA
"RL4","March 2025",830,789,0.951,804,765,0.952,26,24,0.912,28,19,0.687,0,0,NA,14,13,0.947
"RLQ","March 2025",351,350,0.996,336,319,0.947,15,15,1,8,6,0.691,0,0,NA,3,1,0.183
"RLT","March 2025",404,397,0.984,404,397,0.984,0,0,NA,8,6,0.73,NA,NA,NA,NA,NA,NA
"RM1","March 2025",938,901,0.961,911,885,0.972,27,16,0.575,42,35,0.832,0,0,NA,15,12,0.781
"RM3","March 2025",1553,1369,0.882,1526,1353,0.887,28,16,0.582,68,56,0.822,NA,NA,NA,9,5,0.53
"RMC","March 2025",610,558,0.914,551,518,0.94,60,40,0.675,18,12,0.679,0,0,NA,15,13,0.874
"RMP","March 2025",413,376,0.911,377,355,0.943,36,21,0.587,8,7,0.813,0,0,NA,1,0,0
"RN3","March 2025",604,582,0.965,570,538,0.945,34,26,0.761,12,8,0.685,0,0,NA,8,6,0.778
"RN5","March 2025",870,801,0.92,821,778,0.948,50,23,0.459,27,17,0.63,NA,NA,NA,4,0,0.016
"RN7","March 2025",539,504,0.936,494,470,0.951,44,30,0.679,12,11,0.887,0,0,NA,0,0,NA
"RNA","March 2025",666,641,0.962,633,621,0.98,33,20,0.612,29,25,0.844,0,0,NA,18,8,0.461
"RNN","March 2025",609,551,0.904,562,532,0.945,47,18,0.388,15,11,0.739,0,0,NA,0,0,NA
"RNQ","March 2025",587,578,0.985,565,560,0.99,22,18,0.839,10,10,0.955,NA,NA,NA,2,0,0.177
"RNS","March 2025",685,655,0.956,620,614,0.99,65,41,0.634,16,12,0.73,0,0,NA,2,1,0.516
"RNZ","March 2025",476,463,0.972,460,451,0.981,16,10,0.621,10,8,0.832,0,0,NA,4,0,0.016
"RP4","March 2025",259,214,0.825,NA,NA,NA,259,214,0.825,NA,NA,NA,47,41,0.865,NA,NA,NA
"RP5","March 2025",740,697,0.941,720,687,0.953,20,10,0.505,26,20,0.773,0,0,NA,2,0,0.171
"RP6","March 2025",10,3,0.268,10,3,0.268,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"RPA","March 2025",555,533,0.959,532,520,0.977,23,12,0.536,36,27,0.747,0,0,NA,20,16,0.777
"RPC","March 2025",55,29,0.534,53,29,0.55,2,0,0.113,4,2,0.548,NA,NA,NA,NA,NA,NA
"RPY","March 2025",212,171,0.806,195,158,0.81,18,13,0.763,16,11,0.704,NA,NA,NA,NA,NA,NA
"RQ3","March 2025",279,211,0.755,24,18,0.731,255,193,0.757,0,0,NA,29,27,0.931,21,12,0.55
"RQM","March 2025",780,746,0.957,710,687,0.968,70,59,0.837,24,21,0.869,10,7,0.74,50,39,0.778
"RQW","March 2025",453,437,0.966,435,424,0.975,18,13,0.74,10,7,0.71,0,0,NA,6,4,0.608
"RQX","March 2025",271,245,0.903,253,235,0.93,18,9,0.522,12,11,0.883,0,0,NA,22,20,0.906
"RR7","March 2025",463,434,0.938,463,432,0.933,0,0,NA,12,9,0.71,0,0,NA,0,0,NA
"RR8","March 2025",1800,1737,0.965,1658,1607,0.969,141,129,0.913,60,58,0.966,15,9,0.591,24,17,0.724
"RRF","March 2025",440,417,0.947,440,417,0.947,0,0,NA,11,7,0.628,0,0,NA,1,0,0.323
"RRJ","March 2025",89,74,0.828,89,74,0.828,0,0,NA,6,4,0.602,0,0,NA,0,0,NA
"RRK","March 2025",2474,2411,0.975,2396,2345,0.979,78,66,0.844,92,88,0.957,NA,NA,NA,13,12,0.912
"RRV","March 2025",763,676,0.886,698,635,0.911,65,41,0.622,69,53,0.76,0,0,NA,30,24,0.784
"RTD","March 2025",1436,1297,0.904,1268,1160,0.915,168,137,0.82,85,62,0.73,26,21,0.796,12,10,0.866
"RTE","March 2025",857,773,0.903,797,743,0.933,60,30,0.495,25,18,0.714,0,0,NA,12,6,0.487
"RTF","March 2025",844,772,0.914,826,761,0.922,18,11,0.582,15,10,0.682,0,0,NA,12,7,0.551
"RTG","March 2025",1477,1414,0.957,1437,1363,0.949,40,34,0.837,52,43,0.82,NA,NA,NA,28,23,0.831
"RTH","March 2025",1045,983,0.94,961,907,0.944,84,75,0.892,59,41,0.7,17,12,0.681,39,39,1
"RTK","March 2025",458,434,0.947,438,415,0.947,20,15,0.773,11,10,0.924,0,0,NA,8,6,0.69
"RTP","March 2025",681,663,0.975,651,630,0.967,29,24,0.804,16,14,0.863,0,0,NA,23,15,0.641
"RTR","March 2025",938,853,0.909,872,809,0.927,66,44,0.673,59,48,0.826,0,0,NA,15,11,0.725
"RTX","March 2025",593,555,0.937,560,541,0.965,33,15,0.45,14,7,0.53,0,0,NA,0,0,NA
"RVJ","March 2025",946,926,0.979,946,917,0.969,NA,NA,NA,46,38,0.824,NA,NA,NA,32,23,0.73
"RVR","March 2025",669,562,0.84,637,543,0.852,32,16,0.487,21,16,0.782,0,0,NA,0,0,NA
"RVV","March 2025",1078,1009,0.936,1023,972,0.951,55,36,0.661,46,31,0.667,NA,NA,NA,44,20,0.447
"RVW","March 2025",541,499,0.923,515,485,0.941,26,14,0.552,16,11,0.698,0,0,NA,0,0,NA
"RWA","March 2025",1160,1075,0.927,1113,1032,0.927,47,33,0.692,44,36,0.823,0,0,NA,7,7,1
"RWD","March 2025",1043,949,0.91,1003,922,0.919,40,27,0.668,25,14,0.544,0,0,NA,23,15,0.641
"RWE","March 2025",1798,1614,0.898,1679,1497,0.892,119,96,0.811,86,53,0.616,13,11,0.861,44,34,0.774
"RWF","March 2025",705,599,0.849,681,576,0.846,24,21,0.872,31,17,0.536,0,0,NA,0,0,NA
"RWG","March 2025",624,566,0.907,586,545,0.93,38,21,0.549,19,14,0.722,0,0,NA,7,5,0.676
"RWH","March 2025",588,528,0.897,558,504,0.902,30,22,0.723,18,14,0.781,NA,NA,NA,10,2,0.239
"RWJ","March 2025",631,600,0.95,609,583,0.959,23,16,0.71,13,9,0.73,0,0,NA,5,1,0.161
"RWP","March 2025",696,656,0.942,671,634,0.944,25,19,0.745,15,12,0.753,NA,NA,NA,6,2,0.339
"RWW","March 2025",586,554,0.945,546,526,0.964,40,24,0.604,17,14,0.801,0,0,NA,2,0,0.224
"RWY","March 2025",734,693,0.944,692,667,0.964,42,26,0.609,11,8,0.739,0,0,NA,6,5,0.855
"RX1","March 2025",1718,1608,0.936,1604,1496,0.933,114,103,0.897,66,52,0.784,14,9,0.673,47,32,0.682
"RXC","March 2025",778,768,0.988,760,743,0.977,17,17,0.948,19,14,0.738,0,0,NA,12,4,0.369
"RXF","March 2025",1075,999,0.929,1028,979,0.952,47,20,0.417,18,11,0.6,0,0,NA,7,2,0.272
"RXK","March 2025",584,540,0.924,546,515,0.943,38,25,0.657,14,14,1,0,0,NA,33,18,0.552
"RXL","March 2025",769,712,0.926,725,692,0.955,44,20,0.445,34,25,0.743,0,0,NA,4,2,0.613
"RXN","March 2025",829,794,0.958,799,772,0.966,30,22,0.733,34,28,0.828,0,0,NA,28,17,0.62
"RXP","March 2025",873,787,0.901,840,758,0.901,33,23,0.708,21,10,0.481,NA,NA,NA,NA,NA,NA
"RXQ","March 2025",446,418,0.937,415,393,0.946,31,25,0.82,18,14,0.748,0,0,NA,5,3,0.654
"RXR","March 2025",786,753,0.958,732,693,0.946,54,38,0.711,28,22,0.793,NA,NA,NA,8,5,0.601
"RXW","March 2025",819,783,0.957,788,757,0.962,31,26,0.834,25,13,0.512,0,0,NA,6,3,0.547
"RYJ","March 2025",1041,994,0.955,1008,963,0.956,33,31,0.93,94,85,0.901,13,6,0.471,46,19,0.41
"RYR","March 2025",1839,1724,0.938,1752,1650,0.942,87,74,0.847,62,56,0.907,0,0,NA,67,31,0.466
"R0A","April 2025",2201,2037,0.926,1944,1840,0.946,257,198,0.77,123,104,0.85,35,29,0.823,83,75,0.907
"R0B","April 2025",1126,1000,0.888,1078,974,0.904,48,26,0.537,22,12,0.552,0,0,NA,6,4,0.672
"R0D","April 2025",1126,1029,0.914,1100,1015,0.923,26,15,0.56,22,17,0.761,0,0,NA,20,7,0.335
"R1F","April 2025",326,322,0.989,316,313,0.99,10,6,0.637,6,5,0.814,0,0,NA,0,0,NA
"R1H","April 2025",1688,1520,0.901,1525,1387,0.909,163,134,0.819,109,102,0.938,5,4,0.854,52,44,0.857
"R1K","April 2025",1074,1022,0.952,1050,1005,0.957,24,18,0.726,56,48,0.855,0,0,NA,5,4,0.733
"RA2","April 2025",479,455,0.95,456,442,0.968,22,13,0.593,17,16,0.923,0,0,NA,4,2,0.583
"RA7","April 2025",1028,944,0.918,885,821,0.928,143,123,0.862,55,50,0.91,18,16,0.893,31,22,0.725
"RA9","April 2025",398,379,0.952,378,365,0.966,20,14,0.683,10,5,0.54,NA,NA,NA,NA,NA,NA
"RAE","April 2025",617,545,0.883,573,516,0.9,44,29,0.664,15,11,0.732,0,0,NA,11,11,1
"RAJ","April 2025",1758,1665,0.947,1683,1622,0.964,75,42,0.563,74,69,0.925,0,0,NA,28,14,0.484
"RAL","April 2025",1484,1423,0.959,1426,1370,0.961,58,50,0.861,89,80,0.896,0,0,NA,4,1,0.242
"RAN","April 2025",169,139,0.825,142,120,0.846,27,19,0.715,10,4,0.43,5,2,0.429,0,0,NA
"RAS","April 2025",384,363,0.945,360,347,0.965,24,16,0.646,12,10,0.869,NA,NA,NA,12,6,0.478
"RAX","April 2025",407,363,0.892,383,349,0.913,24,13,0.558,15,11,0.731,NA,NA,NA,20,8,0.378
"RBD","April 2025",328,316,0.963,314,306,0.976,14,10,0.679,8,8,0.886,0,0,NA,0,0,NA
"RBK","April 2025",543,510,0.94,498,480,0.964,45,30,0.669,13,9,0.674,NA,NA,NA,2,0,0.23
"RBL","April 2025",755,709,0.94,736,697,0.947,19,13,0.681,18,13,0.742,NA,NA,NA,7,5,0.724
